"","species","decimalLatitude","decimalLongitude"
"2402","Eurycea wilderae",36.169605,-81.759903
"2403","Eurycea wilderae",36.169655,-81.759947
"2404","Eurycea bislineata",42.47768,-71.891862
"2405","Eurycea bislineata",43.186408,-77.8657
"2406","Eurycea bislineata",45.738342,-75.792999
"2407","Eurycea guttolineata",32.739648,-83.5682
"2408","Eurycea bislineata",44.088196,-72.497429
"2409","Eurycea bislineata",40.589475,-74.553426
"2410","Eurycea bislineata",41.305394,-81.610427
"2411","Eurycea cirrigera",36.520192,-86.599245
"2412","Eurycea longicauda",39.965619,-75.451789
"2413","Eurycea lucifuga",38.228385,-86.297417
"2414","Eurycea bislineata",42.49167,-72.476395
"2415","Eurycea bislineata",42.49157,-72.476503
"2416","Eurycea bislineata",42.155633,-71.218103
"2417","Eurycea bislineata",40.274505,-75.955278
"2418","Eurycea bislineata",45.511409,-75.338091
"2419","Eurycea longicauda",34.620728,-87.797355
"2420","Eurycea bislineata",43.568905,-70.424769
"2421","Eurycea lucifuga",36.016564,-93.386183
"2422","Eurycea cirrigera",39.107277,-84.659924
"2423","Eurycea cirrigera",37.23637,-77.412707
"2424","Eurycea bislineata",40.186134,-75.099866
"2425","Eurycea lucifuga",36.56018,-87.915691
"2426","Eurycea cirrigera",32.59575,-85.483223
"2427","Eurycea cirrigera",39.284334,-84.742014
"2428","Eurycea longicauda",40.945531,-75.136793
"2429","Eurycea bislineata",40.945536,-75.136833
"2430","Eurycea bislineata",38.927483,-78.3303
"2431","Eurycea bislineata",40.198347,-75.166276
"2432","Eurycea bislineata",44.966195,-68.542078
"2433","Eurycea cirrigera",36.388617,-79.759758
"2434","Eurycea bislineata",40.731537,-74.371405
"2435","Eurycea lucifuga",35.841039,-85.36103
"2436","Eurycea bislineata",42.834162,-77.8078
"2437","Eurycea paludicola",31.265188,-92.578712
"2438","Eurycea bislineata",48.249103,-69.959483
"2439","Eurycea guttolineata",35.068447,-84.167097
"2440","Eurycea quadridigitata",33.955808,-80.870235
"2441","Eurycea cirrigera",33.927283,-83.457353
"2442","Eurycea bislineata",38.570785,-78.293848
"2443","Eurycea cirrigera",35.923125,-79.058839
"2444","Eurycea bislineata",45.553758,-75.764403
"2445","Eurycea bislineata",42.777437,-76.087822
"2446","Eurycea bislineata",42.776345,-76.086753
"2447","Eurycea guttolineata",35.090859,-84.028985
"2448","Eurycea wilderae",35.090859,-84.028985
"2449","Eurycea guttolineata",32.499485,-85.594745
"2450","Eurycea bislineata",45.274579,-79.159342
"2451","Eurycea bislineata",42.586042,-76.870548
"2452","Eurycea bislineata",43.609674,-73.514749
"2453","Eurycea bislineata",43.608024,-73.522061
"2454","Eurycea lucifuga",37.629903,-79.544313
"2455","Eurycea longicauda",39.574493,-78.084801
"2456","Eurycea bislineata",45.353255,-71.951287
"2457","Eurycea bislineata",42.748376,-73.924863
"2458","Eurycea bislineata",41.374825,-73.132569
"2459","Eurycea bislineata",45.649668,-73.820742
"2460","Eurycea longicauda",36.846621,-91.40467
"2461","Eurycea bislineata",41.023286,-75.710738
"2462","Eurycea longicauda",39.566292,-79.427475
"2463","Eurycea bislineata",43.986,-74.235712
"2464","Eurycea bislineata",43.984702,-74.23421
"2465","Eurycea bislineata",38.527572,-78.40818
"2466","Eurycea bislineata",38.244658,-78.686303
"2467","Eurycea longicauda",40.640593,-76.996597
"2468","Eurycea bislineata",42.286828,-72.518072
"2469","Eurycea bislineata",42.058908,-71.790717
"2470","Eurycea bislineata",42.481597,-71.892763
"2471","Eurycea bislineata",42.074886,-71.794857
"2472","Eurycea bislineata",42.780065,-76.035464
"2473","Eurycea bislineata",42.163672,-74.153701
"2474","Eurycea guttolineata",35.92592,-79.074119
"2475","Eurycea cirrigera",38.487975,-86.413025
"2476","Eurycea lucifuga",38.491122,-86.412401
"2477","Eurycea lucifuga",38.491155,-86.412431
"2478","Eurycea bislineata",46.007408,-74.311553
"2479","Eurycea bislineata",42.399063,-72.520622
"2480","Eurycea guttolineata",35.068366,-84.167766
"2481","Eurycea bislineata",42.399175,-72.520547
"2482","Eurycea guttolineata",35.092391,-84.024651
"2483","Eurycea wilderae",35.092463,-84.02452
"2484","Eurycea lucifuga",36.076303,-86.75225
"2485","Eurycea lucifuga",36.076142,-86.752412
"2486","Eurycea cirrigera",32.595488,-85.48327
"2487","Eurycea bislineata",45.86508,-69.039363
"2488","Eurycea bislineata",46.076914,-69.017052
"2489","Eurycea cirrigera",35.756492,-78.714813
"2490","Eurycea bislineata",41.479471,-72.341621
"2491","Eurycea wilderae",35.968263,-82.51642
"2492","Eurycea longicauda",39.31965,-82.109999
"2493","Eurycea lucifuga",36.072731,-86.879969
"2494","Eurycea cirrigera",36.073524,-86.88126
"2495","Eurycea bislineata",43.080764,-72.374092
"2496","Eurycea bislineata",45.224306,-76.26352
"2497","Eurycea cirrigera",32.594893,-85.482921
"2498","Eurycea wilderae",36.048365,-82.558266
"2499","Eurycea guttolineata",35.926358,-79.268525
"2500","Eurycea bislineata",40.105483,-75.107583
"2501","Eurycea bislineata",42.780463,-76.034439
"2502","Eurycea cirrigera",35.646592,-78.704361
"2503","Eurycea lucifuga",36.441241,-93.68664
"2504","Eurycea quadridigitata",30.361812,-84.674295
"2505","Eurycea guttolineata",29.707124,-82.396024
"2506","Eurycea bislineata",40.500996,-80.390546
"2507","Eurycea bislineata",43.752858,-71.694989
"2508","Eurycea bislineata",39.773326,-75.291549
"2509","Eurycea cirrigera",40.442903,-86.909261
"2510","Eurycea cirrigera",39.288212,-84.080772
"2511","Eurycea bislineata",41.338642,-79.213272
"2512","Eurycea bislineata",45.508855,-75.340754
"2513","Eurycea lucifuga",37.552904,-89.440149
"2514","Eurycea bislineata",39.05602,-77.134864
"2515","Eurycea longicauda",40.742988,-81.71612
"2516","Eurycea longicauda",39.234913,-86.124448
"2517","Eurycea bislineata",43.948881,-71.735546
"2518","Eurycea wilderae",34.640308,-82.784634
"2519","Eurycea bislineata",39.984046,-75.257865
"2520","Eurycea bislineata",39.217539,-77.214904
"2521","Eurycea bislineata",45.350863,-79.298637
"2522","Eurycea bislineata",45.389942,-79.210853
"2523","Eurycea lucifuga",37.561297,-89.441078
"2524","Eurycea bislineata",39.897325,-76.2847
"2525","Eurycea bislineata",42.52955,-74.157569
"2526","Eurycea cirrigera",35.989929,-85.583511
"2527","Eurycea cirrigera",35.500943,-80.837054
"2528","Eurycea bislineata",40.231083,-75.192363
"2529","Eurycea bislineata",39.984233,-75.258063
"2530","Eurycea bislineata",42.054599,-78.716044
"2531","Eurycea bislineata",41.410617,-74.006369
"2532","Eurycea cirrigera",33.863103,-84.375563
"2533","Eurycea bislineata",40.616242,-82.327933
"2534","Eurycea bislineata",38.848163,-77.101814
"2535","Eurycea lucifuga",37.56101,-89.440951
"2536","Eurycea lucifuga",37.542321,-89.437567
"2537","Eurycea longicauda",37.542321,-89.437567
"2538","Eurycea lucifuga",37.54294,-89.438073
"2539","Eurycea bislineata",43.513867,-73.81447
"2540","Eurycea longicauda",36.268522,-86.900829
"2541","Eurycea bislineata",41.172195,-81.202172
"2542","Eurycea bislineata",41.201788,-73.293228
"2543","Eurycea bislineata",41.229487,-74.75177
"2544","Eurycea bislineata",40.209963,-80.5606
"2545","Eurycea bislineata",40.208506,-80.56044
"2546","Eurycea bislineata",40.20865,-80.560428
"2547","Eurycea bislineata",40.209083,-80.560875
"2548","Eurycea bislineata",40.209083,-80.560875
"2549","Eurycea bislineata",41.201872,-73.293263
"2550","Eurycea cirrigera",34.038174,-84.001493
"2551","Eurycea bislineata",42.720356,-71.400186
"2552","Eurycea cirrigera",37.609883,-77.592178
"2553","Eurycea cirrigera",34.014972,-84.884347
"2554","Eurycea bislineata",45.510584,-75.338039
"2555","Eurycea bislineata",40.207897,-80.560328
"2556","Eurycea bislineata",40.20811,-80.560455
"2557","Eurycea longicauda",34.288837,-87.399588
"2558","Eurycea longicauda",34.28878,-87.399545
"2559","Eurycea lucifuga",34.290117,-87.400117
"2560","Eurycea longicauda",34.294947,-87.274445
"2561","Eurycea longicauda",39.276162,-80.626725
"2562","Eurycea guttolineata",37.387825,-78.641883
"2563","Eurycea aquatica",34.993259,-85.352514
"2564","Eurycea cirrigera",33.490025,-86.697145
"2565","Eurycea bislineata",41.759688,-73.493303
"2566","Eurycea bislineata",39.827067,-75.716009
"2567","Eurycea longicauda",38.06839,-81.087685
"2568","Eurycea longicauda",38.871448,-92.326443
"2569","Eurycea lucifuga",37.569266,-89.440483
"2570","Eurycea quadridigitata",29.602964,-82.302821
"2571","Eurycea guttolineata",34.617922,-82.842758
"2572","Eurycea bislineata",45.161661,-76.12794
"2573","Eurycea bislineata",39.044072,-79.390311
"2574","Eurycea cirrigera",37.53212,-80.999078
"2575","Eurycea cirrigera",38.85068,-83.2023
"2576","Eurycea bislineata",39.325968,-76.626015
"2577","Eurycea guttolineata",33.818793,-80.814787
"2578","Eurycea bislineata",41.506205,-81.407403
"2579","Eurycea cirrigera",35.721927,-78.786511
"2580","Eurycea longicauda",40.252122,-79.239555
"2581","Eurycea bislineata",42.297817,-72.544205
"2582","Eurycea longicauda",36.888965,-93.159379
"2583","Eurycea tynerensis",36.888852,-93.148519
"2584","Eurycea guttolineata",33.802687,-86.754197
"2585","Eurycea wilderae",34.8203,-84.565842
"2586","Eurycea bislineata",38.561942,-79.820953
"2587","Eurycea cirrigera",35.914495,-78.69697
"2588","Eurycea bislineata",41.61101,-73.168856
"2589","Eurycea bislineata",40.513532,-74.876673
"2590","Eurycea bislineata",39.648702,-79.818594
"2591","Eurycea guttolineata",32.602104,-85.484141
"2592","Eurycea lucifuga",37.542125,-89.43791
"2593","Eurycea cirrigera",36.009572,-87.09795
"2594","Eurycea guttolineata",32.449183,-85.62464
"2595","Eurycea bislineata",42.543428,-73.839478
"2596","Eurycea bislineata",45.035131,-71.604783
"2597","Eurycea cirrigera",38.346338,-81.720192
"2598","Eurycea bislineata",41.665913,-73.894493
"2599","Eurycea cirrigera",38.334245,-77.147353
"2600","Eurycea cirrigera",38.333892,-77.156883
"2601","Eurycea bislineata",42.85307,-76.253455
"2602","Eurycea cirrigera",39.266603,-84.243542
"2603","Eurycea bislineata",38.764137,-78.233437
"2604","Eurycea lucifuga",37.561938,-89.440917
"2605","Eurycea bislineata",44.277858,-72.578705
"2606","Eurycea bislineata",42.928655,-75.382254
"2607","Eurycea cirrigera",37.239103,-77.412482
"2608","Eurycea bislineata",40.7509,-74.729995
"2609","Eurycea bislineata",42.150378,-77.157093
"2610","Eurycea bislineata",38.560528,-77.351745
"2611","Eurycea bislineata",38.560745,-77.352195
"2612","Eurycea bislineata",38.563545,-77.348962
"2613","Eurycea bislineata",44.136792,-69.623878
"2614","Eurycea bislineata",38.560497,-78.228203
"2615","Eurycea bislineata",40.159406,-79.273225
"2616","Eurycea bislineata",44.104075,-73.074439
"2617","Eurycea cirrigera",40.442474,-86.903023
"2618","Eurycea bislineata",44.40558,-73.007062
"2619","Eurycea bislineata",42.664216,-72.435285
"2620","Eurycea bislineata",43.945794,-71.777496
"2621","Eurycea wilderae",35.964292,-82.865892
"2622","Eurycea bislineata",38.938791,-77.047956
"2623","Eurycea guttolineata",35.037464,-89.28907
"2624","Eurycea bislineata",40.416948,-74.475551
"2625","Eurycea wilderae",35.628362,-83.68553
"2626","Eurycea wilderae",35.680338,-83.462228
"2627","Eurycea lucifuga",36.143136,-84.107424
"2628","Eurycea bislineata",38.753212,-78.263488
"2629","Eurycea cirrigera",36.070563,-78.941035
"2630","Eurycea cirrigera",37.61092,-77.714317
"2631","Eurycea cirrigera",32.582838,-85.033722
"2632","Eurycea wilderae",35.858309,-82.407803
"2633","Eurycea wilderae",35.858309,-82.407803
"2634","Eurycea longicauda",38.4808,-86.470947
"2635","Eurycea wilderae",34.710188,-85.37812
"2636","Eurycea lucifuga",34.82298,-86.069771
"2637","Eurycea guttolineata",32.888437,-85.271828
"2638","Eurycea bislineata",38.438133,-78.367663
"2639","Eurycea cirrigera",34.939969,-80.699385
"2640","Eurycea cirrigera",39.616256,-84.085773
"2641","Eurycea cirrigera",34.467561,-81.873972
"2642","Eurycea bislineata",42.720549,-71.399185
"2643","Eurycea bislineata",43.949467,-69.61895
"2644","Eurycea bislineata",42.720533,-71.399205
"2645","Eurycea guttolineata",35.281117,-82.716903
"2646","Eurycea bislineata",42.72593,-71.394286
"2647","Eurycea bislineata",39.628217,-79.865228
"2648","Eurycea longicauda",37.542553,-88.977455
"2649","Eurycea cirrigera",30.628003,-87.91272
"2650","Eurycea cirrigera",33.862945,-84.37552
"2651","Eurycea bislineata",45.509892,-75.33667
"2652","Eurycea bislineata",41.993813,-80.220488
"2653","Eurycea cirrigera",35.894828,-78.576516
"2654","Eurycea cirrigera",35.769858,-86.229308
"2655","Eurycea bislineata",40.070972,-78.868072
"2656","Eurycea bislineata",40.071081,-78.86795
"2657","Eurycea lucifuga",37.561205,-89.440933
"2658","Eurycea cirrigera",33.478113,-84.169708
"2659","Eurycea cirrigera",37.38613,-77.587028
"2660","Eurycea cirrigera",37.383162,-77.580353
"2661","Eurycea cirrigera",37.383005,-77.580392
"2662","Eurycea cirrigera",37.383312,-77.58052
"2663","Eurycea cirrigera",37.383308,-77.580545
"2664","Eurycea cirrigera",40.097596,-86.119754
"2665","Eurycea cirrigera",40.097535,-86.120193
"2666","Eurycea cirrigera",40.097694,-86.120455
"2667","Eurycea cirrigera",40.097508,-86.119929
"2668","Eurycea guttolineata",35.63442,-78.806463
"2669","Eurycea cirrigera",35.647033,-78.703637
"2670","Eurycea cirrigera",35.777388,-78.796867
"2671","Eurycea bislineata",40.558778,-80.19963
"2672","Eurycea bislineata",41.424355,-72.904092
"2673","Eurycea wilderae",34.889997,-83.397716
"2674","Eurycea wilderae",35.519498,-83.282445
"2675","Eurycea cirrigera",35.646072,-78.704567
"2676","Eurycea longicauda",38.911647,-79.709412
"2677","Eurycea cirrigera",34.221597,-77.897563
"2678","Eurycea longicauda",36.74865,-83.720672
"2679","Eurycea bislineata",42.328032,-76.327619
"2680","Eurycea bislineata",42.3287,-76.327203
"2681","Eurycea bislineata",42.326198,-76.329435
"2682","Eurycea bislineata",42.325673,-76.3295
"2683","Eurycea bislineata",42.325268,-76.329522
"2684","Eurycea bislineata",40.849411,-74.187973
"2685","Eurycea bislineata",41.420969,-72.899236
"2686","Eurycea cirrigera",39.184306,-86.338075
"2687","Eurycea bislineata",42.325135,-76.329488
"2688","Eurycea lucifuga",36.457717,-82.228425
"2689","Eurycea wilderae",35.572117,-82.86992
"2690","Eurycea cirrigera",35.412246,-86.180287
"2691","Eurycea bislineata",42.698933,-76.415643
"2692","Eurycea cirrigera",34.931888,-82.886444
"2693","Eurycea bislineata",44.966217,-68.542122
"2694","Eurycea bislineata",44.966172,-68.542145
"2695","Eurycea bislineata",44.966178,-68.542013
"2696","Eurycea bislineata",44.966378,-68.542008
"2697","Eurycea bislineata",44.966428,-68.542183
"2698","Eurycea wilderae",35.462925,-83.434037
"2699","Eurycea cirrigera",33.864997,-84.379463
"2700","Eurycea longicauda",36.370449,-94.238748
"2701","Eurycea cirrigera",32.619381,-85.485616
"2702","Eurycea cirrigera",39.23555,-84.2312
"2703","Eurycea bislineata",42.711545,-78.67682
"2704","Eurycea bislineata",42.711528,-78.676917
"2705","Eurycea bislineata",40.093276,-80.661036
"2706","Eurycea cirrigera",35.676307,-81.093421
"2707","Eurycea cirrigera",37.758483,-80.903848
"2708","Eurycea cirrigera",37.758483,-80.903848
"2709","Eurycea cirrigera",35.879295,-84.811775
"2710","Eurycea wilderae",34.818553,-84.599175
"2711","Eurycea cirrigera",38.339383,-77.144364
"2712","Eurycea bislineata",46.335784,-79.487181
"2713","Eurycea bislineata",44.870937,-69.892342
"2714","Eurycea cirrigera",39.941285,-84.334959
"2715","Eurycea lucifuga",36.057547,-86.749795
"2716","Eurycea bislineata",43.065137,-75.317933
"2717","Eurycea cirrigera",39.064731,-84.373597
"2718","Eurycea bislineata",38.83952,-77.215095
"2719","Eurycea bislineata",42.237994,-71.116133
"2720","Eurycea bislineata",44.759099,-68.857296
"2721","Eurycea cirrigera",37.455712,-77.580968
"2722","Eurycea bislineata",40.230974,-75.193253
"2723","Eurycea cirrigera",35.809905,-78.71737
"2724","Eurycea bislineata",42.776783,-76.087928
"2725","Eurycea bislineata",45.591197,-75.520692
"2726","Eurycea cirrigera",35.651597,-78.704718
"2727","Eurycea bislineata",42.01956,-75.453254
"2728","Eurycea bislineata",42.780517,-76.034486
"2729","Eurycea lucifuga",37.554598,-89.440646
"2730","Eurycea bislineata",42.775918,-76.085941
"2731","Eurycea bislineata",42.777613,-76.087761
"2732","Eurycea quadridigitata",29.707124,-82.396024
"2733","Eurycea cirrigera",32.839358,-87.184875
"2734","Eurycea guttolineata",33.309644,-86.85926
"2735","Eurycea lucifuga",34.733345,-86.726615
"2736","Eurycea cirrigera",35.100936,-81.016092
"2737","Eurycea lucifuga",36.413757,-86.905281
"2738","Eurycea wilderae",36.134178,-81.739922
"2739","Eurycea longicauda",40.221573,-77.190146
"2740","Eurycea bislineata",40.337425,-74.658088
"2741","Eurycea bislineata",38.566412,-77.361725
"2742","Eurycea bislineata",40.336813,-74.657478
"2743","Eurycea bislineata",39.014284,-77.252964
"2744","Eurycea lucifuga",34.786217,-86.609787
"2745","Eurycea wilderae",36.153768,-82.252598
"2746","Eurycea bislineata",38.935153,-78.294792
"2747","Eurycea bislineata",39.985596,-83.257927
"2748","Eurycea quadridigitata",33.875292,-79.614922
"2749","Eurycea wilderae",33.88724,-84.437345
"2750","Eurycea cirrigera",39.641942,-84.175012
"2751","Eurycea bislineata",40.526628,-74.813133
"2752","Eurycea bislineata",40.526642,-74.813117
"2753","Eurycea bislineata",39.495371,-76.689979
"2754","Eurycea wilderae",35.594855,-83.429145
"2755","Eurycea bislineata",42.085629,-75.976256
"2756","Eurycea bislineata",39.804378,-79.365638
"2757","Eurycea bislineata",42.137325,-80.009697
"2758","Eurycea bislineata",42.139328,-80.008256
"2759","Eurycea bislineata",42.139406,-80.008325
